Datos de la Planta a lazo abierto (Gla) o lazo cerrado (Glc)
C:\Users\Paulo\Documents\PAULO\CONTROL\ETN1040\3D printer\3D PRINTER PROJECT\analisis\datos recolectados\Gp_tm1000ms_19V_3kHz.txt
28/02/2014 01:54:19 p.m.

r(t):Voltaje[V]  y(t):Voltaje[V]  y(t):Temp[°C]  Tiempo de muestreo:tm[ms]
1,03085                      1,0004                     60,024                     339995,601
1,03085                      1,06384                     63,8304                     341009,6027
1,03085                      1,0004                     60,024                     342023,6045
1,03085                      1,02968                     61,7808                     343209,2066
1,03085                      1,03456                     62,0736                     344051,6081
1,03085                      1,0492                     62,952                     345065,6099
1,03085                      1,01016                     60,6096                     346079,6116
1,03085                      1,01016                     60,6096                     347265,2137
1,03085                      1,04432                     62,6592                     348107,6152
1,03085                      1,06872                     64,1232                     349121,617
1,03085                      1,01016                     60,6096                     350135,6188
1,03085                      1,0736                     64,416                     351305,6208
1,03085                      1,0248                     61,488                     352163,6223
1,03085                      1,04432                     62,6592                     353177,6241
1,03085                      1,0248                     61,488                     354191,6259
1,03085                      1,0248                     61,488                     355377,228
1,03085                      1,05408                     63,2448                     356219,6295
1,03085                      1,05408                     63,2448                     357233,6312
1,03085                      1,0492                     62,952                     358247,633
1,03085                      1,0492                     62,952                     359433,2351
1,03085                      1,06384                     63,8304                     360275,6366
1,03085                      1,03456                     62,0736                     361289,6384
1,03085                      1,05408                     63,2448                     362303,6401
1,03085                      1,03944                     62,3664                     363489,2422
1,03085                      1,04432                     62,6592                     364331,6437
1,03085                      1,03944                     62,3664                     365361,2455
1,03085                      1,02968                     61,7808                     366359,6473
1,03085                      1,03456                     62,0736                     367373,649
1,03085                      1,03944                     62,3664                     368387,6508
1,03085                      1,0736                     64,416                     369573,2529
1,03085                      1,03944                     62,3664                     370415,6544
1,03085                      1,0736                     64,416                     371429,6562
1,03085                      1,05408                     63,2448                     372443,658
1,03085                      1,098                     65,88                     373629,26
1,03085                      1,08824                     65,2944                     374471,6615
1,03085                      1,0736                     64,416                     375485,6633
1,03085                      1,0736                     64,416                     376499,6651
1,03085                      1,10288                     66,1728                     377685,2672
1,03085                      1,06384                     63,8304                     378527,6686
1,03085                      1,05408                     63,2448                     379541,6704
1,03085                      1,08336                     65,0016                     380555,6722
1,03085                      1,10776                     66,4656                     381741,2743
1,03085                      1,07848                     64,7088                     382583,6758
1,03085                      1,09312                     65,5872                     383597,6775
1,03085                      1,08336                     65,0016                     384611,6793
1,03085                      1,08824                     65,2944                     385797,2814
1,03085                      1,05896                     63,5376                     386639,6829
1,03085                      1,06872                     64,1232                     387653,6847
1,03085                      1,08824                     65,2944                     388667,6864
1,03085                      1,06384                     63,8304                     389978,0887
1,03085                      1,06872                     64,1232                     390695,69
1,03085                      1,06384                     63,8304                     391709,6918
1,03085                      1,09312                     65,5872                     392723,6936
1,03085                      1,0492                     62,952                     393924,8957
1,03085                      1,098                     65,88                     394751,6971
1,03085                      1,098                     65,88                     395765,6989
1,03085                      1,098                     65,88                     396779,7007
1,03085                      1,10776                     66,4656                     397793,7025
1,03085                      1,10288                     66,1728                     398807,7043
1,03085                      1,07848                     64,7088                     399821,706
1,03085                      1,11752                     67,0512                     400835,7078
1,03085                      1,10776                     66,4656                     401849,7096
1,03085                      1,11264                     66,7584                     402863,7114
1,03085                      1,10776                     66,4656                     403924,5132
1,03085                      1,11752                     67,0512                     406592,1179
1,03085                      1,1224                     67,344                     406919,7185
1,03085                      1,11752                     67,0512                     407933,7203
1,03085                      1,1224                     67,344                     408947,7221
1,03085                      1,11264                     66,7584                     409961,7238
1,03085                      1,11752                     67,0512                     410975,7256
1,03085                      1,11752                     67,0512                     411989,7274
1,03085                      1,1468                     68,808                     413003,7292
1,03085                      1,098                     65,88                     414017,731
1,03085                      1,1468                     68,808                     415031,7328
1,03085                      1,09312                     65,5872                     416045,7345
1,03085                      1,13216                     67,9296                     417059,7363
1,03085                      1,10776                     66,4656                     418073,7381
1,03085                      1,13216                     67,9296                     419087,7399
1,03085                      1,12728                     67,6368                     420101,7417
1,03085                      1,14192                     68,5152                     421115,7434
1,03085                      1,12728                     67,6368                     422129,7452
1,03085                      1,13216                     67,9296                     423143,747
1,03085                      1,10776                     66,4656                     424157,7488
1,03085                      1,12728                     67,6368                     425234,1507
1,03085                      1,10776                     66,4656                     426185,7523
1,03085                      1,08824                     65,2944                     427199,7541
1,03085                      1,11752                     67,0512                     428213,7559
1,03085                      1,13704                     68,2224                     429227,7577
1,03085                      1,13216                     67,9296                     430241,7595
1,03085                      1,11752                     67,0512                     431255,7612
1,03085                      1,1224                     67,344                     432269,763
1,03085                      1,11752                     67,0512                     433283,7648
1,03085                      1,14192                     68,5152                     434313,3666
1,03085                      1,12728                     67,6368                     435311,7684
1,03085                      1,12728                     67,6368                     436325,7702
1,03085                      1,15656                     69,3936                     437355,372
1,03085                      1,1468                     68,808                     438353,7737
1,03085                      1,16632                     69,9792                     439367,7755
1,03085                      1,1468                     68,808                     440381,7773
1,03085                      1,16632                     69,9792                     441395,7791
1,03085                      1,15168                     69,1008                     442409,7808
1,03085                      1,12728                     67,6368                     443470,5827
1,03085                      1,13216                     67,9296                     444437,7844
1,03085                      1,15168                     69,1008                     445451,7862
1,03085                      1,15656                     69,3936                     446481,388
1,03085                      1,16632                     69,9792                     447479,7897
1,03085                      1,16632                     69,9792                     448493,7915
1,03085                      1,1712                     70,272                     449538,9934
1,03085                      1,14192                     68,5152                     450521,7951
1,03085                      1,17608                     70,5648                     451535,7969
1,03085                      1,1712                     70,272                     452565,3987
1,03085                      1,18096                     70,8576                     453563,8004
1,03085                      1,16144                     69,6864                     454577,8022
1,03085                      1,18584                     71,1504                     455607,404
1,03085                      1,17608                     70,5648                     456605,8058
1,03085                      1,17608                     70,5648                     457619,8076
1,03085                      1,15168                     69,1008                     458665,0094
1,03085                      1,17608                     70,5648                     459647,8111
1,03085                      1,15656                     69,3936                     460661,8129
1,03085                      1,21512                     72,9072                     461691,4147
1,03085                      1,14192                     68,5152                     462689,8165
1,03085                      1,18096                     70,8576                     463703,8182
1,03085                      1,16144                     69,6864                     464749,0201
1,03085                      1,16632                     69,9792                     465731,8218
1,03085                      1,15656                     69,3936                     466745,8236
1,03085                      1,17608                     70,5648                     467775,4254
1,03085                      1,16632                     69,9792                     468766,0293
1,03085                      1,18584                     71,1504                     469780,0311
1,03085                      1,19072                     71,4432                     470809,6329
1,03085                      1,16632                     69,9792                     471808,0346
1,03085                      1,18584                     71,1504                     472822,0364
1,03085                      1,19072                     71,4432                     473867,2383
1,03085                      1,17608                     70,5648                     474850,04
1,03085                      1,16632                     69,9792                     475864,0418
1,03085                      1,19072                     71,4432                     476893,6436
1,03085                      1,18096                     70,8576                     477892,0453
