Datos de la Planta a lazo abierto (Gla) o lazo cerrado (Glc)
C:\Users\Paulo\Documents\PAULO\CONTROL\ETN1040\3D printer\3D PRINTER PROJECT\analisis\datos recolectados\Gp_tm1000ms_19V_0a2V_3kHz.txt
04/03/2014 05:51:29 p.m.

r(t):Voltaje[V]          y(t):Voltaje[V]         y(t):Temp[°C]         Tiempo de muestreo:tm[ms]
2,04225                      0,49776                     29,8656                     928,8016
2,04225                      0,45872                     27,5232                     1942,8034
2,04225                      0,47824                     28,6944                     2956,8051
2,04225                      0,4636                     27,816                     3970,8069
2,04225                      0,49288                     29,5728                     4984,8087
2,04225                      0,46848                     28,1088                     5998,8105
2,04225                      0,47336                     28,4016                     7012,8123
2,04225                      0,46848                     28,1088                     8026,814
2,04225                      0,48312                     28,9872                     9040,8158
2,04225                      0,4636                     27,816                     10054,8176
2,04225                      0,47824                     28,6944                     11068,8194
2,04225                      0,45384                     27,2304                     12082,8212
2,04225                      0,45384                     27,2304                     13096,823
2,04225                      0,47824                     28,6944                     14110,8247
2,04225                      0,49288                     29,5728                     15124,8265
2,04225                      0,47336                     28,4016                     16138,8283
2,04225                      0,44408                     26,6448                     17152,8301
2,04225                      0,49776                     29,8656                     18166,8319
2,04225                      0,46848                     28,1088                     19180,8336
2,04225                      0,49776                     29,8656                     20194,8354
2,04225                      0,46848                     28,1088                     21208,8372
2,04225                      0,44408                     26,6448                     22222,839
2,04225                      0,50264                     30,1584                     23236,8408
2,04225                      0,47824                     28,6944                     24250,8425
2,04225                      0,47824                     28,6944                     25264,8443
2,04225                      0,52704                     31,6224                     26278,8461
2,04225                      0,48312                     28,9872                     27292,8479
2,04225                      0,5124                     30,744                     28306,8497
2,04225                      0,4636                     27,816                     29320,8515
2,04225                      0,488                     29,28                     30334,8532
2,04225                      0,45872                     27,5232                     31348,855
2,04225                      0,488                     29,28                     32362,8568
2,04225                      0,46848                     28,1088                     33376,8586
2,04225                      0,48312                     28,9872                     34390,8604
2,04225                      0,49776                     29,8656                     35404,8621
2,04225                      0,488                     29,28                     36418,8639
